text,author,categories
"When we honestly ask ourselves which person in our lives means the most to us, we often find that it is those who, instead of giving advice, solutions, or cures, have chosen rather to share our pain and touch our wounds with a warm and tender hand.",Henri Nouwen,"Friendship,Pain,Giving"
"I am a huge consumer of social networks, and I utilize Twitter, Facebook, and LinkedIn. I'm interested and am learning more about Tumblr and other visually dominant sites.",James G. Stavridis,"Learning,I Am"
"I'll paddle board, swim in the ocean, roll in the sand, soak up the sun, eat good food, be with friends and family and go fishing with my dad.",Behati Prinsloo,"Food,Family,Friends"
Show me a thoroughly satisfied man and I will show you a failure.,Thomas A. Edison,"Failure,Man,Me,You"
"When you're working hard and doing all you can to achieve your goals, anything that can give you an edge is powerful and will streamline your path to success.",Travis Bradberry,"Success,Goals,Path"
Life is full of happiness and tears; be strong and have faith.,Kareena Kapoor Khan,"Life,Happiness,Faith,Strong"
"Very little is needed to make a happy life; it is all within yourself, in your way of thinking.",Marcus Aurelius,"Life,Happy,Thinking,Yourself"
They went into stores to get food to stay alive. Looting isn't the right word. I call it survival.,Russel Honore,"Food,Survival"
When a man's stomach is full it makes no difference whether he is rich or poor.,Euripides,"Food,Man"
"Money doesn't mean anything to me. I've made a lot of money, but I want to enjoy life and not stress myself building my bank account. I give lots away and live simply, mostly out of a suitcase in hotels. We all know that good health is much more important.",Keanu Reeves,"Life,Health,Money,Good"
The most important thing a father can do for his children is to love their mother.,Theodore Hesburgh,"Love,Children,Father,Mother"
"Learning would be exceedingly laborious, not to mention hazardous, if people had to rely solely on the effects of their own actions to inform them what to do.",Albert Bandura,"Learning,People"
"This time, instead of moving oceans and healing planets, let's get our bills in order and pay down the debt so we control our own future.",Artur Davis,"Finance,Time,Future"
"In high school, in sport, I had a coach who told me I was much better than I thought I was, and would make me do more in a positive sense. He was the first person who taught me not to be afraid of failure.",Mike Krzyzewski,"Failure,Positive,School,Me"
"All men make mistakes, but married men find out about them sooner.",Red Skelton,"Marriage,Mistakes,Men,Find"
I basically see two reasons for a going public: Glencore gets access to more money. It is a way of funding your business and to finance growth. Plus: You have more liquid shares. It is easier to leave the company and redeem your shares. The 'going public' may also be an exit strategy for the top management.,Marc Rich,"Finance,Business,Money,Growth"
"Rare as is true love, true friendship is rarer.",Jean de La Fontaine,"Love,Friendship,True Love,True"
"Fashion, for me, is anything that's aesthetic and beautiful. Art, food, film. It's something that I appreciate and really like.",St. Vincent,"Food,Art,Beautiful"
"Man's survival, from the time of Adam and Eve until the invention of agriculture, must have been precarious because of his inability to ensure his food supply.",Norman Borlaug,"Food,Time,Man,Survival"
"Like success, failure is many things to many people. With Positive Mental Attitude, failure is a learning experience, a rung on the ladder, a plateau at which to get your thoughts in order and prepare to try again.",W. Clement Stone,"Failure,Positive,Success,Learning"
You don't have to live in the country and grow your own food to be green.,Shalom Harlow,"Food,Grow"
"Things have gone beyond my wildest expectations and dreams, and I feel like I've been given so many blessings in my life, between my friendship with the guys in the band, our wonderful audience, being able to play this music, and then my family.",Trey Anastasio,"Friendship,Life,Family,Music"
It's our nature: Human beings like success but they hate successful people.,Carrot Top,"Success,Nature,Hate,Successful"
"I think that once people understand the great risks that climate change poses, they will naturally want to choose products and services that cause little or no emissions of greenhouse gases, which means 'low-carbon consumption.' This will apply across the board, including electricity, heating, transport and food.",Nicholas Stern,"Food,Change,Great,People"
I don't think anybody whose ever been divorced can tell you divorce is easy or fun or feels like anything other than a tremendous failure.,Sharon Stone,"Failure,Fun,Think"
Let your life lightly dance on the edges of Time like dew on the tip of a leaf.,Rabindranath Tagore,"Life,Inspirational,Time"
I'm living life as best I can - but I'm not exempt from failure and making bad choices.,LeAnn Rimes,"Failure,Life,Best"
The trick in life is learning how to deal with it.,Helen Mirren,"Learning,Life"
There is simply no substitute for hard work when it comes to achieving success.,Heather Bresch,"Success,Work,Hard Work"
"Don't ever doubt yourselves or waste a second of your life. It's too short, and you're too special.",Ariana Grande,"Life,You"
Fathers and mothers have lost the idea that the highest aspiration they might have for their children is for them to be wise... specialized competence and success are all that they can imagine.,Allan Bloom,"Success,Children,Wise"
"Surely, God on high has not refused to give us enough wisdom to find ways to bring us an improvement in relations between the two great nations on earth.",Mikhail Gorbachev,"Wisdom,God,Great"
"Food is a lot of people's therapy - when we say comfort food, we really mean that. It's releasing dopamine and serotonin in your brain that makes you feel good.",Brett Hoebel,"Food,Good,People"
"There were plenty of reasons to suspect Obamacare might have been a colossal failure - although none of them had to do with death panels, huge lines for treatment, a government takeover of health care, etc.",Kurt Eichenwald,"Failure,Death,Health,Government"
"If we do not permit the earth to produce beauty and joy, it will in the end not produce food, either.",Joseph Wood Krutch,"Food,Beauty,Joy"
"It's coming home to roost over the next 50 years or so. It's not just climate change; it's sheer space, places to grow food for this enormous horde. Either we limit our population growth or the natural world will do it for us, and the natural world is doing it for us right now.",David Attenborough,"Food,Change,Home"
The truth is that I'm more afraid of marriage than of death.,Shakira,"Marriage,Death,Truth"
If you have only one smile in you give it to the people you love.,Maya Angelou,"Love,Smile,People,You"
"Singleness of purpose is one of the chief essentials for success in life, no matter what may be one's aim.",John D. Rockefeller,"Wisdom,Life,Success,Purpose"
The whole secret of life is to be interested in one thing profoundly and in a thousand things well.,Horace Walpole,"Life,Well"
"When you delegate work to the member of the team, your job is to clearly frame success and describe the objectives.",Steven Sinofsky,"Success,Work,Team,Job"
I'm drawn to failure. I feel like I'm contending with it constantly in my own life.,Joyce Carol Oates,"Failure,Life"
"When you learn to keep fighting in the face of potential failure, it gives you a larger skill set to do what you want to do in life. It gives you vision. But you can't acquire it if you're afraid of keeping score.",Pat Summitt,"Failure,Life"
"True leadership lies in guiding others to success. In ensuring that everyone is performing at their best, doing the work they are pledged to do and doing it well.",Bill Owens,"Success,Work,Best"
"There is the desire of a consumer society to have no learning curves. This tends to result in very dumbed-down products that are easy to get started on, but are generally worthless and/or debilitating.",Alan Kay,"Learning,Society,Easy"
Love is what you've been through with somebody.,James Thurber,"Love,Love Is,You"
The saddest aspect of life right now is that science gathers knowledge faster than society gathers wisdom.,Isaac Asimov,"Life,Wisdom,Knowledge,Science"
"Gay rights is just a matter of time. Look at the polls. Worrying about gay marriage, let alone gay civil unions or gay employment rights, is a middle-age issue. Young people just can't see the problem. At worst, gays are going to win this one just by waiting until the opposition dies off.",Gail Collins,"Marriage,Time,Alone"
Wisdom is knowing what to do next; virtue is doing it.,David Starr Jordan,"Wisdom,Doing"
I am dumb when it comes to learning dance steps.,Mia Kirshner,"Learning,I Am"
"I failed at the biggest things there are in life. I failed in my health, I failed in my marriage, I failed in everything, and I've picked myself up and gone on.",Sharon Stone,"Marriage,Life,Health,Myself"
"Indulging in unrestrained and immoderate laughter is a sign of intemperance, of a want of control over one's emotions, and of failure to repress the soul's frivolity by a stern use of reason.",Saint Basil,"Failure,Soul"
Wisdom allows nothing to be good that will not be so forever; no man to be happy but he that needs no other happiness than what he has within himself; no man to be great or powerful that is not master of himself.,Lucius Annaeus Seneca,"Wisdom,Happiness,Good,Happy"
"If you set your goals ridiculously high and it's a failure, you will fail above everyone else's success.",James Cameron,"Failure,Success,Goals,You"
"At Microsoft, we're aspiring to have a living, learning culture with a growth mindset that allows us to learn from ourselves and our customers. These are the key attributes of the new culture at Microsoft, and I feel great about how it seems to be resonating and how it's seen as empowering.",Satya Nadella,"Learning,Culture,Growth,Great"
"We love but once, for once only are we perfectly equipped for loving.",Cyril Connolly,"Love,Loving"
Never complain and never explain.,Benjamin Disraeli,"Motivational,Never"
The only real failure in life is one not learned from.,Anthony J. D'Angelo,"Failure,Life,Education,Real"
Wisdom is the supreme part of happiness.,Sophocles,"Wisdom,Happiness"
"To know how to grow old is the master work of wisdom, and one of the most difficult chapters in the great art of living.",Herman Melville,"Wisdom,Work,Art,Great"
You change your life by changing your heart.,Max Lucado,"Life,Inspirational,Change,Heart"
"We have got this tailspin of culture, in our inner cities in particular, of men not working and just generations of men not even thinking about working or learning the value and the culture of work, and so there is a real culture problem here that has to be dealt with.",Paul Ryan,"Learning,Work,Culture,Thinking"
Love is the only gold.,Alfred Lord Tennyson,"Love,Love Is"
"Now, if you notice how the swan, putting its neck down into the deep water, brings up food for itself from below, then you will discover the wisdom of the Creator, in that He gave it a neck longer than its feet for this reason, that it might, as if lowering a sort of fishing line, procure the food hidden in the deep water.",Saint Basil,"Food,Wisdom,Water,Deep"
What I love most about this crazy life is the adventure of it.,Juliette Binoche,"Love,Life,Adventure"
"By developing deep learning solutions that are faster, easier, and less expensive to use, Nervana is democratizing deep learning and fueling advances in medical diagnostics, image and speech recognition, genomics, agriculture, finance, and eventually across all industries.",Steve Jurvetson,"Finance,Learning,Deep"
"It is difficult to get organic food at most restaurants, so when possible, eat at home. When not, do your best.",Suzanne Somers,"Food,Home,Best"
Focus on being balanced - success is balance.,Laila Ali,"Success,Focus,Success Is"
"First, I have to thank God for giving me the gift that he did as well as a second chance for a better life.",Oksana Baiul,"Life,God,Giving"
Friendship and money: oil and water.,Mario Puzo,"Friendship,Money,Water"
"It's not beauty but fine qualities, my girl, that keep a husband.",Euripides,"Marriage,Beauty,Husband"
We pass through this world but once.,Stephen Jay Gould,"Life,World"
Life ought to be a struggle of desire toward adventures whose nobility will fertilize the soul.,Rebecca West,"Life,Struggle,Soul"
I can give you a six-word formula for success: Think things through - then follow through.,Eddie Rickenbacker,"Success,Think,You"
"I have no control over what people think of me but I have 100% control of what I think of myself, and that is so important. And not just about your body, but so many ways of confidence. You're constantly learning how to be confident, aren't you?",Beth Ditto,"Learning,Myself,People"
"If there's a rift in the marriage - if someone feels neglected, frustrated, tempted by others, or unsure - then trouble can easily arise.",Kate Christensen,"Marriage,Others"
"It's a horrible idea that God, this paragon of wisdom and knowledge, power, couldn't think of a better way to forgive us our sins than to come down to Earth in his alter ego as his son and have himself hideously tortured and executed so that he could forgive himself.",Richard Dawkins,"Wisdom,Knowledge,Power,God"
"You were made perfectly to be loved - and surely I have loved you, in the idea of you, my whole life long.",Elizabeth Barrett Browning,"Life,Anniversary,Long,You"
"I was 32 when I started cooking; up until then, I just ate.",Julia Child,"Food,Cooking,Just,Up"
"I'm actually pretty shy in real life. But I guess in front of the camera, I focus.",Ranbir Kapoor,"Life,Focus"
"Sometimes we should express our gratitude for the small and simple things like the scent of the rain, the taste of your favorite food, or the sound of a loved one's voice.",Joseph B. Wirthlin,"Food,Simple"
You've got to reach a hand of friendship across the aisle and across philosophies in this country.,Joe Biden,"Friendship,You"
Love is something far more than desire for sexual intercourse; it is the principal means of escape from the loneliness which afflicts most men and women throughout the greater part of their lives.,Bertrand Russell,"Love,Women,Love Is"
I think that every state in the union should recognize same-sex marriage.,Cass Sunstein,"Marriage,Think"
Science is always discovering odd scraps of magical wisdom and making a tremendous fuss about its cleverness.,Aleister Crowley,"Wisdom,Science"
"Youth is not a time of life; it is a state of mind; it is not a matter of rosy cheeks, red lips and supple knees; it is a matter of the will, quality of the imagination, a vigor of the emotions; it is the freshness of the deep springs of life.",Samuel Ullman,"Life,Time,Deep"
"Many people feel so pressured by the expectations of others that it causes them to be frustrated, miserable and confused about what they should do. But there is a way to live a simple, joy-filled, peaceful life, and the key is learning how to be led by the Holy Spirit, not the traditions or expectations of man.",Joyce Meyer,"Learning,Life,Man,Simple"
We fall forward to succeed.,Mary Kay Ash,"Success,Fall,Succeed"
"I love the name of honor, more than I fear death.",Julius Caesar,"Love,Death,Fear"
The compensation of a very early success is a conviction that life is a romantic matter. In the best sense one stays young.,F. Scott Fitzgerald,"Success,Life,Romantic,Best"
"There were times in 'Adaptation' during the editing where I really thought, 'Okay, well, this was a noble failure. I tried to do something good, but this is not going to work.'",Spike Jonze,"Failure,Work,Good,Thought"
"I was writing an earnest novel about cruises in the Caribbean and I just started writing 'Bridget Jones' to get some money, to finance this earnest work, and then I chucked it out.",Helen Fielding,"Finance,Work,Money,Writing"
"Quality afterschool programs provide safe, engaging and fun learning experiences to help children and youth develop their social, emotional, physical, cultural and academic skills.",Debbie Stabenow,"Learning,Children,Fun"
"The conventional wisdom is that if you are gay, you cannot play the romantic straight lead in a movie.",Ian Mckellen,"Wisdom,Romantic,Gay"
"Bad things do happen; how I respond to them defines my character and the quality of my life. I can choose to sit in perpetual sadness, immobilized by the gravity of my loss, or I can choose to rise from the pain and treasure the most precious gift I have - life itself.",Walter Anderson,"Life,Character,Pain"
War remains the decisive human failure.,John Kenneth Galbraith,"Failure,Human"
"Love is a springtime plant that perfumes everything with its hope, even the ruins to which it clings.",Gustave Flaubert,"Love,Hope,Love Is"
"I never said I wanted a 'happy' life but an interesting one. From separation and loss, I have learned a lot. I have become strong and resilient, as is the case of almost every human being exposed to life and to the world. We don't even know how strong we are until we are forced to bring that hidden strength forward.",Isabel Allende,"Life,Strength,Happy,Strong"
It has been said that 80% of what people learn is visual.,Allen Klein,"Learning,People,Learn"
"As you navigate through the rest of your life, be open to collaboration. Other people and other people's ideas are often better than your own. Find a group of people who challenge and inspire you, spend a lot of time with them, and it will change your life.",Amy Poehler,"Life,Change,Time"
Let us now set forth one of the fundamental truths about marriage: the wife is in charge.,Bill Cosby,"Marriage,Wife"
"There's food and supplements that you can take legally that will better your body and help you stay healthy. Shortcuts are something that's always been around all sports, but as a union, we're trying to do the best we can to weed those guys out of the game.",Jake Arrieta,"Food,Sports,Best,Help"
"I eat mostly organic, but I love macaroni and cheese, Mexican food, and egg-and-cheese croissants. So when I indulge, I eat protein and veggies for the rest of the day. It really is all about moderation and balance.",Marisa Miller,"Food,Love,Day"
